text,label
free money click here now,spam
ACT IMMEDIATELY AVOID ACCOUNT CLOSURE,spam
Project Update The Codebase Is Ready,ham
earn $5000 daily from home!!!,spam
Flight Confirmation Booking Abc123,ham
DOCUMENTS FROM MEETING SHARED WITH YOU,ham
flight confirmation booking abc123 - thanks,ham
credit card offer approved click!!!,spam
[SPAM] meet singles in your area tonight,spam
MILLION DOLLAR OPPORTUNITY AWAITS,spam
 receipt for your purchase - thanks,ham
Re: dinner reservations for saturday,ham
documents from meeting shared with you,ham
LUNCH PLANS FOR FRIDAY,ham
Re: subscription renewal coming up,ham
URGENT ACTION REQUIRED VERIFY ACCOUNT,spam
Re: happy birthday hope you have a great day,ham
Re: monthly newsletter january,ham
Re: thanks for the update john,ham
adult content exclusive access click http://example.com,spam
Bitcoin Investment Opportunity Guaranteed Returns,spam
[SPAM] cheap pharma online no prescription,spam
ACCOUNT SETTINGS UPDATED SUCCESSFULLY,ham
congratulations you won lottery http://example.com,spam
Account Settings Updated Successfully,ham
[SPAM] suspended account verify now,spam
[SPAM] adult content exclusive access click,spam
new message in your inbox - thanks,ham
Re: great work on the presentation,ham
account settings updated successfully,ham
Please Review The Proposal,ham
[SPAM] your refund is waiting claim now,spam
Re:  receipt for your purchase,ham
subscription renewal coming up,ham
meet singles in your area tonight,spam
your review confirmation,ham
million dollar opportunity awaits!!!,spam
HOTEL BOOKING CONFIRMATION REF 456,ham
shipping confirmation order 12345 - thanks,ham
Re: great work on the presentation,ham
CONGRATULATIONS YOUR EMAIL WON PRIZE,spam
great work on the presentation,ham
team meeting tomorrow at 3pm,ham
ACCOUNT SETTINGS UPDATED SUCCESSFULLY,ham
SUSPENDED ACCOUNT VERIFY NOW,spam
million dollar opportunity awaits http://example.com,spam
[SPAM] get rich quick work from home,spam
Urgent Action Required Verify Account,spam
 receipt for your purchase - thanks,ham
Documents From Meeting Shared With You,ham
HOTEL BOOKING CONFIRMATION REF 456,ham
new message in your inbox - thanks,ham
dear winner claim your prize http://example.com,spam
[SPAM] extreme discount luxury items,spam
lunch update attached,ham
Re: account settings updated successfully,ham
[SPAM] nigerian prince needs your help,spam
adult content exclusive access click!!!,spam
thank you for your purchase,ham
weekly report attached please review,ham
reminder about appointment tomorrow - thanks,ham
Re: project update the codebase is ready,ham
Re: lunch plans for friday,ham
reminder: confirm,ham
weekly report attached please review - thanks,ham
exclusive deal for you only today,spam
[SPAM] special promotion just for you,spam
Extreme Discount Luxury Items,spam
reminder: meeting,ham
your account has been compromised click link!!!,spam
Welcome To Our Service,ham
birthday update attached,ham
your click is cash click million,spam
act immediately avoid account closure!!!,spam
Dear Winner Claim Your Prize,spam
re: meeting,ham
can you document,ham
your account has been compromised click link!!!,spam
urgent action required verify account,spam
Dinner Reservations For Saturday,ham
DOCUMENTS FROM MEETING SHARED WITH YOU,ham
Get Rich Quick Work From Home,spam
Thanks For The Update John,ham
Reminder About Appointment Tomorrow,ham
[SPAM] limited time offer act now,spam
[SPAM] limited time offer act now,spam
credit card offer approved click!!!,spam
Hotel Booking Confirmation Ref 456,ham
dear winner claim your prize,spam
exclusive cheap for account,spam
re: meeting,ham
documents from meeting shared with you - thanks,ham
can you review my pull request,ham
ORDER NOW FREE SHIPPING,spam
congratulations you won lottery http://example.com,spam
documents from meeting shared with you - thanks,ham
Happy Birthday Hope You Have A Great Day,ham
order now free shipping,spam
job offer salary $100k work from home,spam
cheap pharma online no prescription,spam
DOCUMENTS FROM MEETING SHARED WITH YOU,ham
Great Work On The Presentation,ham
Re: new message in your inbox,ham
documents from meeting shared with you - thanks,ham
earn bitcoin daily winner,spam
SPECIAL PROMOTION JUST FOR YOU,spam
New Message In Your Inbox,ham
[SPAM] credit card offer approved click,spam
HAPPY BIRTHDAY HOPE YOU HAVE A GREAT DAY,ham
Weekly Report Attached Please Review,ham
shipping confirmation order 12345,ham
BITCOIN INVESTMENT OPPORTUNITY GUARANTEED RETURNS,spam
urgent action required verify account,spam
Re: dinner reservations for saturday,ham
SUSPENDED ACCOUNT VERIFY NOW,spam
Re: account settings updated successfully,ham
[SPAM] free money click here now,spam
weekly report attached please review - thanks,ham
password reset request received - thanks,ham
Happy Birthday Hope You Have A Great Day,ham
Congratulations Your Email Won Prize,spam
Thank You For Your Purchase,ham
Re: lunch plans for friday,ham
CALENDAR INVITE TEAM SYNC,ham
Act Immediately Avoid Account Closure,spam
Adult Content Exclusive Access Click,spam
Re: your order has shipped,ham
MILLION DOLLAR OPPORTUNITY AWAITS,spam
[SPAM] get rich quick work from home,spam
your refund is waiting claim now,spam
meet singles in your area tonight,spam
meeting meeting at confirm,ham
[SPAM] suspended account verify now,spam
new message in your inbox,ham
lose weight fast no exercise needed http://example.com,spam
lose weight fast no exercise needed!!!,spam
CREDIT CARD OFFER APPROVED CLICK,spam
Re: project update the codebase is ready,ham
earn $5000 daily from home,spam
Re: project update the codebase is ready,ham
FLIGHT CONFIRMATION BOOKING ABC123,ham
urgent action required verify account,spam
reminder about appointment tomorrow - thanks,ham
monthly newsletter january,ham
documents from meeting shared with you,ham
new message in your inbox - thanks,ham
ACT IMMEDIATELY AVOID ACCOUNT CLOSURE,spam
can you review my pull request - thanks,ham
your order has shipped - thanks,ham
Re: password reset request received,ham
Re: documents from meeting shared with you,ham
free offer only bitcoin,spam
 receipt for your purchase - thanks,ham
SUSPENDED ACCOUNT VERIFY NOW,spam
limited time offer act now!!!,spam
subscription renewal coming up - thanks,ham
lunch plans for friday,ham
Shipping Confirmation Order 12345,ham
Suspended Account Verify Now,spam
CONGRATULATIONS YOUR EMAIL WON PRIZE,spam
Bitcoin Investment Opportunity Guaranteed Returns,spam
subscription renewal coming up,ham
Re: great work on the presentation,ham
dinner reservations for saturday - thanks,ham
SUSPENDED ACCOUNT VERIFY NOW,spam
TEAM MEETING TOMORROW AT 3PM,ham
CONGRATULATIONS YOUR EMAIL WON PRIZE,spam
 receipt for your purchase,ham
Extreme Discount Luxury Items,spam
Dear Winner Claim Your Prize,spam
adult content exclusive access click,spam
[SPAM] job offer salary $100k work from home,spam
congratulations you won lottery,spam
HAPPY BIRTHDAY HOPE YOU HAVE A GREAT DAY,ham
urgent action required verify account!!!,spam
million dollar opportunity awaits,spam
limited time offer act now http://example.com,spam
nigerian prince needs your help http://example.com,spam
WEEKLY REPORT ATTACHED PLEASE REVIEW,ham
Re: dinner reservations for saturday,ham
winner limited time click,spam
Get Rich Quick Work From Home,spam
re: report,ham
cheap pharma online no prescription http://example.com,spam
reminder about appointment tomorrow,ham
MONTHLY NEWSLETTER JANUARY,ham
SUSPENDED ACCOUNT VERIFY NOW,spam
Welcome To Our Service,ham
cheap pharma online no prescription!!!,spam
ADULT CONTENT EXCLUSIVE ACCESS CLICK,spam
hotel booking confirmation ref 456,ham
THANK YOU FOR YOUR PURCHASE,ham
earn $5000 daily from home http://example.com,spam
JOB OFFER SALARY $100K WORK FROM HOME,spam
Weekly Report Attached Please Review,ham
[SPAM] extreme discount luxury items,spam
Dinner Reservations For Saturday,ham
reminder: schedule,ham
act immediately avoid account closure!!!,spam
[SPAM] suspended account verify now,spam
Re: monthly newsletter january,ham
account settings updated successfully,ham
claim your prize click,spam
please review the proposal - thanks,ham
act free order now,spam
YOUR ORDER HAS SHIPPED,ham
adult content exclusive access click http://example.com,spam
Re: reminder about appointment tomorrow,ham
CALENDAR INVITE TEAM SYNC,ham
can you review my pull request,ham
Re: dinner reservations for saturday,ham
weekly report attached please review,ham
lunch plans for friday - thanks,ham
thanks for team,ham
Free Money Click Here Now,spam
subscription renewal coming up,ham
your order has shipped,ham
Congratulations You Won Lottery,spam
Free Money Click Here Now,spam
Happy Birthday Hope You Have A Great Day,ham
calendar invite team sync - thanks,ham
can you review my pull request - thanks,ham
GET RICH QUICK WORK FROM HOME,spam
dinner reservations for saturday - thanks,ham
Extreme Discount Luxury Items,spam
exclusive deal for order,spam
 RECEIPT FOR YOUR PURCHASE,ham
re: confirm,ham
Your Order Has Shipped,ham
[SPAM] special promotion just for you,spam
ORDER NOW FREE SHIPPING,spam
calendar invite team sync - thanks,ham
get rich quick work from home!!!,spam
team meeting tomorrow at 3pm,ham
Re: great work on the presentation,ham
your refund is waiting claim now http://example.com,spam
urgent action required verify account,spam
thanks for the update john,ham
welcome to our service,ham
nigerian prince needs your help http://example.com,spam
team meeting tomorrow at 3pm - thanks,ham
congratulations your email won prize http://example.com,spam
ACCOUNT SETTINGS UPDATED SUCCESSFULLY,ham
Calendar Invite Team Sync,ham
free money click here now http://example.com,spam
congratulations your email won prize!!!,spam
password reset request received,ham
dinner reservations for saturday,ham
birthday update attached,ham
Nigerian Prince Needs Your Help,spam
happy birthday hope you have a great day - thanks,ham
thanks for the update john - thanks,ham
earn $5000 daily from home!!!,spam
hotel booking confirmation ref 456 - thanks,ham
Re: your order has shipped,ham
earn $5000 daily from home http://example.com,spam
[SPAM] limited time offer act now,spam
MONTHLY NEWSLETTER JANUARY,ham
[SPAM] suspended account verify now,spam
act immediately avoid account closure!!!,spam
million dollar opportunity awaits http://example.com,spam
Re: documents from meeting shared with you,ham
earn $5000 daily from home http://example.com,spam
Re: hotel booking confirmation ref 456,ham
Team Meeting Tomorrow At 3Pm,ham
job offer salary $100k work from home,spam
exclusive deal for you only today,spam
 receipt for your purchase,ham
can you dinner,ham
confirm update attached,ham
Documents From Meeting Shared With You,ham
thanks for the update john,ham
thank you for your purchase - thanks,ham
re: schedule,ham
dinner reservations for saturday - thanks,ham
Re: hotel booking confirmation ref 456,ham
CHEAP PHARMA ONLINE NO PRESCRIPTION,spam
Your Account Has Been Compromised Click Link,spam
WELCOME TO OUR SERVICE,ham
[SPAM] credit card offer approved click,spam
new message in your inbox,ham
Monthly Newsletter January,ham
act million verify now,spam
BITCOIN INVESTMENT OPPORTUNITY GUARANTEED RETURNS,spam
Re: project update the codebase is ready,ham
[SPAM] cheap pharma online no prescription,spam
special promotion just for you!!!,spam
team meeting tomorrow at 3pm - thanks,ham
great work on the presentation - thanks,ham
[SPAM] special promotion just for you,spam
job offer salary $100k work from home http://example.com,spam
act immediately avoid account closure!!!,spam
Re: monthly newsletter january,ham
bitcoin investment opportunity guaranteed returns,spam
[SPAM] meet singles in your area tonight,spam
million dollar opportunity awaits!!!,spam
claim your verify cash,spam
Re: calendar invite team sync,ham
suspended account verify now,spam
Please Review The Proposal,ham
Project Update The Codebase Is Ready,ham
thank you for your purchase - thanks,ham
Monthly Newsletter January,ham
get rich quick work from home!!!,spam
free cheap click click,spam
[SPAM] congratulations your email won prize,spam
suspended account verify now,spam
nigerian prince needs your help!!!,spam
[SPAM] dear winner claim your prize,spam
DEAR WINNER CLAIM YOUR PRIZE,spam
Can You Review My Pull Request,ham
Calendar Invite Team Sync,ham
[SPAM] bitcoin investment opportunity guaranteed returns,spam
Re: subscription renewal coming up,ham
GREAT WORK ON THE PRESENTATION,ham
thanks for welcome,ham
monthly newsletter january,ham
Lunch Plans For Friday,ham
SPECIAL PROMOTION JUST FOR YOU,spam
Credit Card Offer Approved Click,spam
lose weight fast no exercise needed,spam
Subscription Renewal Coming Up,ham
Act Immediately Avoid Account Closure,spam
 receipt for your purchase,ham
dinner reservations for saturday,ham
earn $5000 daily from home!!!,spam
Limited Time Offer Act Now,spam
SUBSCRIPTION RENEWAL COMING UP,ham
SUBSCRIPTION RENEWAL COMING UP,ham
monthly newsletter january - thanks,ham
your account has been compromised click link http://example.com,spam
earn $5000 daily from home,spam
EXTREME DISCOUNT LUXURY ITEMS,spam
thanks for report,ham
congratulations your email won prize http://example.com,spam
cheap pharma online no prescription,spam
happy update,ham
free million click click,spam
CALENDAR INVITE TEAM SYNC,ham
MONTHLY NEWSLETTER JANUARY,ham
Re: happy birthday hope you have a great day,ham
Dear Winner Claim Your Prize,spam
[SPAM] congratulations you won lottery,spam
documents from meeting shared with you - thanks,ham
[SPAM] bitcoin investment opportunity guaranteed returns,spam
Flight Confirmation Booking Abc123,ham
free cash click suspended,spam
Re: weekly report attached please review,ham
special promotion just for you,spam
 RECEIPT FOR YOUR PURCHASE,ham
re: lunch,ham
Team Meeting Tomorrow At 3Pm,ham
adult content exclusive access click!!!,spam
congratulations your email won prize,spam
Re: password reset request received,ham
EXTREME DISCOUNT LUXURY ITEMS,spam
Exclusive Deal For You Only Today,spam
DOCUMENTS FROM MEETING SHARED WITH YOU,ham
account settings updated successfully - thanks,ham
Reminder About Appointment Tomorrow,ham
your schedule confirmation,ham
Congratulations You Won Lottery,spam
dear winner claim your prize,spam
bitcoin investment opportunity guaranteed returns http://example.com,spam
Meet Singles In Your Area Tonight,spam
account settings updated successfully - thanks,ham
congratulations you won lottery,spam
exclusive deal for you only today!!!,spam
can you review my pull request,ham
lose weight fast no exercise needed,spam
your account has been compromised click link!!!,spam
[SPAM] order now free shipping,spam
New Message In Your Inbox,ham
[SPAM] free money click here now,spam
update for confirm,ham
[SPAM] extreme discount luxury items,spam
re: welcome,ham
congratulations you won lottery http://example.com,spam
Your Account Has Been Compromised Click Link,spam
URGENT ACTION REQUIRED VERIFY ACCOUNT,spam
Flight Confirmation Booking Abc123,ham
lose weight fast no exercise needed,spam
flight confirmation booking abc123 - thanks,ham
